
position is:  {'x': '13.28', 'y': '6.33', 'quality': 34}
position is:  {'x': '13.31', 'y': '6.33', 'quality': 36}
position is:  {'x': '13.30', 'y': '6.29', 'quality': 37}
position is:  {'x': '13.30', 'y': '6.33', 'quality': 36}
position is:  {'x': '13.29', 'y': '6.29', 'quality': 37}
position is:  {'x': '13.24', 'y': '6.13', 'quality': 50}
position is:  {'x': '13.31', 'y': '6.35', 'quality': 36}
position is:  {'x': '13.30', 'y': '6.34', 'quality': 36}
position is:  {'x': '13.28', 'y': '6.31', 'quality': 35}
position is:  {'x': '13.28', 'y': '6.31', 'quality': 36}
position is:  {'x': '13.28', 'y': '6.30', 'quality': 37}
position is:  {'x': '13.28', 'y': '6.33', 'quality': 36}
position is:  {'x': '13.27', 'y': '6.35', 'quality': 37}
position is:  {'x': '13.27', 'y': '6.35', 'quality': 38}
position is:  {'x': '13.30', 'y': '6.35', 'quality': 34}
position is:  {'x': '13.27', 'y': '6.36', 'quality': 36}
position is:  {'x': '13.29', 'y': '6.38', 'quality': 34}
position is:  {'x': '13.28', 'y': '6.35', 'quality': 35}
position is:  {'x': '13.28', 'y': '6.37', 'quality': 35}
position is:  {'x': '13.29', 'y': '6.26', 'quality': 34}
position is:  {'x': '13.27', 'y': '6.43', 'quality': 36}
position is:  {'x': '13.29', 'y': '6.29', 'quality': 34}
position is:  {'x': '13.28', 'y': '6.36', 'quality': 36}
position is:  {'x': '13.29', 'y': '6.34', 'quality': 34}
position is:  {'x': '13.28', 'y': '6.35', 'quality': 36}
position is:  {'x': '13.28', 'y': '6.35', 'quality': 35}
position is:  {'x': '13.27', 'y': '6.36', 'quality': 36}
position is:  {'x': '13.29', 'y': '6.21', 'quality': 49}
position is:  {'x': '13.26', 'y': '6.35', 'quality': 36}
position is:  {'x': '13.27', 'y': '6.35', 'quality': 36}
position is:  {'x': '13.28', 'y': '6.34', 'quality': 36}
position is:  {'x': '13.29', 'y': '6.33', 'quality': 36}
position is:  {'x': '13.30', 'y': '6.33', 'quality': 36}
position is:  {'x': '13.30', 'y': '6.35', 'quality': 33}
position is:  {'x': '13.27', 'y': '6.32', 'quality': 36}
position is:  {'x': '13.26', 'y': '6.34', 'quality': 37}
position is:  {'x': '13.26', 'y': '6.32', 'quality': 38}
position is:  {'x': '13.28', 'y': '6.30', 'quality': 36}
position is:  {'x': '13.28', 'y': '6.31', 'quality': 37}
position is:  {'x': '13.28', 'y': '6.31', 'quality': 37}
position is:  {'x': '13.28', 'y': '6.30', 'quality': 37}
position is:  {'x': '13.27', 'y': '6.30', 'quality': 40}
position is:  {'x': '13.29', 'y': '6.30', 'quality': 38}
position is:  {'x': '13.28', 'y': '6.32', 'quality': 37}
position is:  {'x': '13.29', 'y': '6.30', 'quality': 38}
position is:  {'x': '13.28', 'y': '6.33', 'quality': 36}
position is:  {'x': '13.29', 'y': '6.33', 'quality': 36}
position is:  {'x': '13.29', 'y': '6.32', 'quality': 37}
position is:  {'x': '13.27', 'y': '6.32', 'quality': 36}
position is:  {'x': '13.26', 'y': '6.31', 'quality': 39}
position is:  {'x': '13.28', 'y': '6.30', 'quality': 38}
position is:  {'x': '13.28', 'y': '6.32', 'quality': 39}
position is:  {'x': '13.28', 'y': '6.36', 'quality': 35}
position is:  {'x': '13.28', 'y': '6.31', 'quality': 38}
position is:  {'x': '13.28', 'y': '6.28', 'quality': 36}
position is:  {'x': '13.28', 'y': '6.30', 'quality': 38}
position is:  {'x': '13.29', 'y': '6.31', 'quality': 35}
position is:  {'x': '13.27', 'y': '6.31', 'quality': 36}
position is:  {'x': '13.28', 'y': '6.29', 'quality': 38}
position is:  {'x': '13.30', 'y': '6.31', 'quality': 35}
position is:  {'x': '13.28', 'y': '6.34', 'quality': 35}
position is:  {'x': '13.27', 'y': '6.24', 'quality': 38}
position is:  {'x': '13.27', 'y': '6.31', 'quality': 37}
position is:  {'x': '13.29', 'y': '6.32', 'quality': 37}
position is:  {'x': '13.27', 'y': '6.31', 'quality': 36}
position is:  {'x': '13.28', 'y': '6.32', 'quality': 38}
position is:  {'x': '13.30', 'y': '6.33', 'quality': 36}
position is:  {'x': '13.28', 'y': '6.36', 'quality': 36}
position is:  {'x': '13.29', 'y': '6.30', 'quality': 37}
position is:  {'x': '13.29', 'y': '6.21', 'quality': 38}
position is:  {'x': '13.29', 'y': '6.22', 'quality': 33}
position is:  {'x': '13.28', 'y': '6.30', 'quality': 34}
position is:  {'x': '13.29', 'y': '6.35', 'quality': 36}
position is:  {'x': '13.29', 'y': '6.34', 'quality': 34}
position is:  {'x': '13.27', 'y': '6.33', 'quality': 37}
position is:  {'x': '13.29', 'y': '6.31', 'quality': 37}
position is:  {'x': '13.15', 'y': '6.26', 'quality': 55}
position is:  {'x': '13.29', 'y': '6.32', 'quality': 36}
position is:  {'x': '13.27', 'y': '6.32', 'quality': 36}
position is:  {'x': '13.28', 'y': '6.33', 'quality': 39}
position is:  {'x': '13.29', 'y': '6.35', 'quality': 34}
position is:  {'x': '13.29', 'y': '6.31', 'quality': 37}
position is:  {'x': '13.28', 'y': '6.31', 'quality': 35}
position is:  {'x': '13.27', 'y': '6.30', 'quality': 37}
position is:  {'x': '13.26', 'y': '6.27', 'quality': 38}
position is:  {'x': '13.20', 'y': '6.29', 'quality': 80}
position is:  {'x': '13.28', 'y': '6.31', 'quality': 37}
position is:  {'x': '13.30', 'y': '6.33', 'quality': 34}
position is:  {'x': '13.28', 'y': '6.31', 'quality': 37}
position is:  {'x': '13.13', 'y': '6.25', 'quality': 84}
position is:  {'x': '13.28', 'y': '6.31', 'quality': 36}
position is:  {'x': '13.24', 'y': '6.32', 'quality': 37}
position is:  {'x': '13.28', 'y': '6.31', 'quality': 36}
position is:  {'x': '13.20', 'y': '6.30', 'quality': 36}
position is:  {'x': '13.27', 'y': '6.19', 'quality': 76}
position is:  {'x': '13.25', 'y': '6.30', 'quality': 40}
position is:  {'x': '13.28', 'y': '6.26', 'quality': 36}
position is:  {'x': '13.25', 'y': '6.24', 'quality': 76}
position is:  {'x': '13.13', 'y': '6.29', 'quality': 79}
position is:  {'x': '13.25', 'y': '6.32', 'quality': 36}
position is:  {'x': '13.28', 'y': '6.28', 'quality': 36}
position is:  {'x': '13.27', 'y': '6.28', 'quality': 38}
position is:  {'x': '13.26', 'y': '6.26', 'quality': 39}
position is:  {'x': '13.28', 'y': '6.21', 'quality': 78}
position is:  {'x': '13.26', 'y': '6.24', 'quality': 37}
position is:  {'x': '13.27', 'y': '6.23', 'quality': 36}
position is:  {'x': '13.20', 'y': '6.20', 'quality': 53}
position is:  {'x': '13.25', 'y': '6.23', 'quality': 39}
position is:  {'x': '13.29', 'y': '6.22', 'quality': 36}
position is:  {'x': '13.27', 'y': '6.30', 'quality': 37}
position is:  {'x': '13.27', 'y': '6.29', 'quality': 38}
position is:  {'x': '13.28', 'y': '6.30', 'quality': 36}
position is:  {'x': '13.18', 'y': '6.17', 'quality': 53}
position is:  {'x': '13.29', 'y': '6.27', 'quality': 38}
position is:  {'x': '13.27', 'y': '6.15', 'quality': 50}
position is:  {'x': '13.28', 'y': '6.30', 'quality': 38}
position is:  {'x': '13.28', 'y': '6.24', 'quality': 36}
position is:  {'x': '13.17', 'y': '6.30', 'quality': 36}
position is:  {'x': '13.29', 'y': '6.32', 'quality': 36}
position is:  {'x': '13.27', 'y': '6.31', 'quality': 37}
position is:  {'x': '13.28', 'y': '6.30', 'quality': 37}
position is:  {'x': '13.27', 'y': '6.30', 'quality': 36}
position is:  {'x': '13.29', 'y': '6.23', 'quality': 35}
position is:  {'x': '13.28', 'y': '6.31', 'quality': 36}
position is:  {'x': '13.26', 'y': '6.32', 'quality': 37}
position is:  {'x': '13.28', 'y': '6.29', 'quality': 35}
position is:  {'x': '13.30', 'y': '6.31', 'quality': 37}
position is:  {'x': '13.28', 'y': '6.31', 'quality': 36}
position is:  {'x': '13.28', 'y': '6.29', 'quality': 40}
position is:  {'x': '13.26', 'y': '6.33', 'quality': 38}
position is:  {'x': '13.30', 'y': '6.33', 'quality': 36}
position is:  {'x': '13.30', 'y': '6.30', 'quality': 38}
position is:  {'x': '13.30', 'y': '6.33', 'quality': 36}
position is:  {'x': '13.28', 'y': '6.31', 'quality': 36}
position is:  {'x': '13.28', 'y': '6.31', 'quality': 37}
position is:  {'x': '13.28', 'y': '6.32', 'quality': 38}
position is:  {'x': '13.27', 'y': '6.33', 'quality': 35}
position is:  {'x': '13.28', 'y': '6.34', 'quality': 36}
position is:  {'x': '13.29', 'y': '6.30', 'quality': 37}
position is:  {'x': '13.23', 'y': '6.24', 'quality': 39}
position is:  {'x': '13.27', 'y': '6.33', 'quality': 36}
position is:  {'x': '13.30', 'y': '6.32', 'quality': 36}
position is:  {'x': '13.30', 'y': '6.31', 'quality': 36}
position is:  {'x': '13.30', 'y': '6.30', 'quality': 38}
position is:  {'x': '13.29', 'y': '6.31', 'quality': 37}
position is:  {'x': '13.28', 'y': '6.29', 'quality': 38}
position is:  {'x': '13.28', 'y': '6.31', 'quality': 36}
position is:  {'x': '13.28', 'y': '6.34', 'quality': 36}
position is:  {'x': '13.27', 'y': '6.33', 'quality': 35}
position is:  {'x': '13.29', 'y': '6.33', 'quality': 36}
position is:  {'x': '13.29', 'y': '6.24', 'quality': 37}
position is:  {'x': '13.27', 'y': '6.33', 'quality': 37}
position is:  {'x': '13.27', 'y': '6.33', 'quality': 35}
position is:  {'x': '13.29', 'y': '6.29', 'quality': 39}
position is:  {'x': '13.28', 'y': '6.32', 'quality': 37}
position is:  {'x': '13.29', 'y': '6.36', 'quality': 35}
position is:  {'x': '13.30', 'y': '6.29', 'quality': 36}
position is:  {'x': '13.30', 'y': '6.32', 'quality': 36}
position is:  {'x': '13.30', 'y': '6.33', 'quality': 36}
position is:  {'x': '13.26', 'y': '6.31', 'quality': 39}
position is:  {'x': '13.28', 'y': '6.32', 'quality': 36}
position is:  {'x': '13.26', 'y': '6.27', 'quality': 39}
position is:  {'x': '13.28', 'y': '6.28', 'quality': 39}
position is:  {'x': '13.28', 'y': '6.34', 'quality': 37}
position is:  {'x': '13.28', 'y': '6.31', 'quality': 37}
position is:  {'x': '13.30', 'y': '6.31', 'quality': 37}
position is:  {'x': '13.27', 'y': '6.31', 'quality': 37}
position is:  {'x': '13.27', 'y': '6.30', 'quality': 39}
position is:  {'x': '13.28', 'y': '6.35', 'quality': 36}
position is:  {'x': '13.27', 'y': '6.28', 'quality': 38}
position is:  {'x': '13.29', 'y': '6.25', 'quality': 37}
position is:  {'x': '13.28', 'y': '6.30', 'quality': 37}
position is:  {'x': '13.30', 'y': '6.31', 'quality': 37}
position is:  {'x': '13.29', 'y': '6.31', 'quality': 36}
position is:  {'x': '13.28', 'y': '6.31', 'quality': 37}
position is:  {'x': '13.28', 'y': '6.32', 'quality': 35}
position is:  {'x': '13.27', 'y': '6.30', 'quality': 37}
position is:  {'x': '13.30', 'y': '6.29', 'quality': 37}
position is:  {'x': '13.28', 'y': '6.29', 'quality': 37}
position is:  {'x': '13.28', 'y': '6.24', 'quality': 37}
position is:  {'x': '13.29', 'y': '6.35', 'quality': 37}
position is:  {'x': '13.29', 'y': '6.31', 'quality': 36}
position is:  {'x': '13.30', 'y': '6.19', 'quality': 48}
position is:  {'x': '13.28', 'y': '6.26', 'quality': 37}
position is:  {'x': '13.27', 'y': '6.29', 'quality': 37}
position is:  {'x': '13.28', 'y': '6.32', 'quality': 37}
position is:  {'x': '13.29', 'y': '6.31', 'quality': 37}
position is:  {'x': '13.29', 'y': '6.30', 'quality': 37}
position is:  {'x': '13.29', 'y': '6.20', 'quality': 35}
position is:  {'x': '13.28', 'y': '6.31', 'quality': 35}
position is:  {'x': '13.29', 'y': '6.31', 'quality': 36}
position is:  {'x': '13.28', 'y': '6.32', 'quality': 36}
position is:  {'x': '13.29', 'y': '6.30', 'quality': 37}
position is:  {'x': '13.30', 'y': '6.30', 'quality': 36}
position is:  {'x': '13.28', 'y': '6.28', 'quality': 37}
position is:  {'x': '13.27', 'y': '6.28', 'quality': 35}
position is:  {'x': '13.28', 'y': '6.32', 'quality': 36}
position is:  {'x': '13.27', 'y': '6.28', 'quality': 37}
position is:  {'x': '13.27', 'y': '6.31', 'quality': 38}
position is:  {'x': '13.29', 'y': '6.11', 'quality': 66}
position is:  {'x': '12.60', 'y': '6.64', 'quality': 47}
position is:  {'x': '10.88', 'y': '9.56', 'quality': 60}
position is:  {'x': '8.17', 'y': '10.43', 'quality': 49}
position is:  {'x': '3.97', 'y': '11.51', 'quality': 56}
position is:  {'x': '3.90', 'y': '11.56', 'quality': 57}
position is:  {'x': '3.90', 'y': '11.35', 'quality': 59}
position is:  {'x': '3.87', 'y': '11.32', 'quality': 59}
position is:  {'x': '3.89', 'y': '11.26', 'quality': 54}
position is:  {'x': '3.89', 'y': '11.33', 'quality': 56}
position is:  {'x': '3.86', 'y': '11.32', 'quality': 56}
position is:  {'x': '3.79', 'y': '11.32', 'quality': 52}
position is:  {'x': '3.85', 'y': '11.33', 'quality': 56}
position is:  {'x': '3.87', 'y': '11.33', 'quality': 56}
position is:  {'x': '3.88', 'y': '11.35', 'quality': 57}
position is:  {'x': '3.84', 'y': '11.32', 'quality': 56}
position is:  {'x': '3.86', 'y': '11.32', 'quality': 55}
position is:  {'x': '3.92', 'y': '11.36', 'quality': 54}
position is:  {'x': '3.89', 'y': '11.34', 'quality': 56}
position is:  {'x': '3.83', 'y': '11.33', 'quality': 57}
position is:  {'x': '3.82', 'y': '11.36', 'quality': 69}
position is:  {'x': '3.79', 'y': '11.32', 'quality': 53}
position is:  {'x': '3.83', 'y': '11.32', 'quality': 54}
position is:  {'x': '3.81', 'y': '11.32', 'quality': 55}
position is:  {'x': '3.85', 'y': '11.33', 'quality': 54}
position is:  {'x': '3.85', 'y': '11.35', 'quality': 56}
position is:  {'x': '3.82', 'y': '11.33', 'quality': 56}
